"document_id","timestamp","state","district","market","commodity","variety","arrival_date","min_price","max_price","modal_price"
"250","1518533982","Haryana","Faridabad","Faridabad","Brinjal","Other","13/02/2018","800","1000","900"
"251","1518533982","Haryana","Faridabad","Faridabad","Cabbage","Other","13/02/2018","200","500","350"
"252","1518533982","Haryana","Faridabad","Faridabad","Carrot","Other","13/02/2018","600","700","650"
"253","1518533982","Haryana","Faridabad","Faridabad","Cauliflower","Cauliflower","13/02/2018","400","500","450"
"254","1518533982","Haryana","Faridabad","Faridabad","Grapes","Other","13/02/2018","3000","4000","3500"
"255","1518533982","Haryana","Faridabad","Faridabad","Onion","Other","13/02/2018","1800","2000","1900"
"256","1518533982","Haryana","Faridabad","Faridabad","Peas Wet","Other","13/02/2018","1200","1500","1350"
"257","1518533982","Haryana","Faridabad","Faridabad","Pomegranate","Other","13/02/2018","3000","4000","3500"
"258","1518533982","Haryana","Faridabad","Faridabad","Potato","Other","13/02/2018","500","600","550"
"259","1518533982","Haryana","Faridabad","Faridabad","Raddish","Other","13/02/2018","200","300","250"
"260","1518533982","Haryana","Faridabad","Faridabad","Tomato","Other","13/02/2018","1000","1200","1100"
"261","1518533982","Haryana","Fatehabad","Fatehabad","Apple","Other","13/02/2018","4500","5000","4500"
"262","1518533982","Haryana","Fatehabad","Fatehabad","Banana","Other","13/02/2018","1400","1500","1400"
"263","1518533982","Haryana","Fatehabad","Fatehabad","Ber(Zizyphus/Borehannu)","Other","13/02/2018","1500","1800","1500"
"264","1518533982","Haryana","Fatehabad","Fatehabad","Bhindi(Ladies Finger)","Other","13/02/2018","4000","4000","4000"
"265","1518533982","Haryana","Fatehabad","Fatehabad","Bottle gourd","Other","13/02/2018","1200","1500","1200"
"266","1518533982","Haryana","Fatehabad","Fatehabad","Brinjal","Other","13/02/2018","800","1000","800"
"267","1518533982","Haryana","Fatehabad","Fatehabad","Cabbage","Other","13/02/2018","700","800","700"
"268","1518533982","Haryana","Fatehabad","Fatehabad","Capsicum","Other","13/02/2018","3000","3800","3000"
"269","1518533982","Haryana","Fatehabad","Fatehabad","Carrot","Other","13/02/2018","700","700","700"
"270","1518533982","Haryana","Fatehabad","Fatehabad","Cauliflower","Other","13/02/2018","800","1000","900"
"271","1518533982","Haryana","Fatehabad","Fatehabad","Chikoos(Sapota)","Other","13/02/2018","3000","3000","3000"
"272","1518533982","Haryana","Fatehabad","Fatehabad","Cucumbar(Kheera)","Other","13/02/2018","2000","2300","2000"
"273","1518533982","Haryana","Fatehabad","Fatehabad","Garlic","Other","13/02/2018","2800","2800","2800"
"274","1518533982","Haryana","Fatehabad","Fatehabad","Ginger(Dry)","Other","13/02/2018","3000","3200","3000"
"275","1518533982","Haryana","Fatehabad","Fatehabad","Grapes","Other","13/02/2018","4000","4000","4000"
"276","1518533982","Haryana","Fatehabad","Fatehabad","Green Peas","Other","13/02/2018","1800","2000","1800"
"277","1518533982","Haryana","Fatehabad","Fatehabad","Kinnow","Other","13/02/2018","2200","2500","2200"
"278","1518533982","Haryana","Fatehabad","Fatehabad","Lemon","Other","13/02/2018","1800","2000","1800"
"279","1518533982","Haryana","Fatehabad","Fatehabad","Onion","Other","13/02/2018","2200","2500","2400"
"280","1518533982","Haryana","Fatehabad","Fatehabad","Pomegranate","Other","13/02/2018","5500","6000","5500"
"281","1518533982","Haryana","Fatehabad","Fatehabad","Potato","Other","13/02/2018","400","400","400"
"282","1518533982","Haryana","Fatehabad","Fatehabad","Pumpkin","Other","13/02/2018","1200","1500","1200"
"283","1518533982","Haryana","Fatehabad","Fatehabad","Raddish","Other","13/02/2018","400","400","400"
"284","1518533982","Haryana","Fatehabad","Fatehabad","Spinach","Other","13/02/2018","600","600","600"
"285","1518533982","Haryana","Fatehabad","Fatehabad","Tomato","Other","13/02/2018","800","1000","800"
"286","1518533982","Haryana","Fatehabad","Fatehabad","Turnip","Other","13/02/2018","700","800","700"
"287","1518533982","Haryana","Fatehabad","Fatehabad","Water Melon","Other","13/02/2018","1500","1500","1500"
"288","1518533982","Haryana","Gurgaon","Farukh Nagar","Onion","Other","13/02/2018","4000","4000","4000"
"289","1518533982","Haryana","Gurgaon","Farukh Nagar","Potato","Other","13/02/2018","700","700","700"
"290","1518533982","Haryana","Hissar","Uklana","Apple","Apple","13/02/2018","3800","6500","6000"
"291","1518533982","Haryana","Hissar","Uklana","Ber(Zizyphus/Borehannu)","Ber(Zizyphus)","13/02/2018","1400","1400","1400"
"292","1518533982","Haryana","Hissar","Uklana","Carrot","Carrot","13/02/2018","200","400","400"
"293","1518533982","Haryana","Hissar","Uklana","Cauliflower","Cauliflower","13/02/2018","1000","1400","1300"
"294","1518533982","Haryana","Hissar","Uklana","Chikoos(Sapota)","Other","13/02/2018","2800","3000","3000"
"295","1518533982","Haryana","Hissar","Uklana","Cucumbar(Kheera)","Cucumbar","13/02/2018","2000","2000","2000"
"296","1518533982","Haryana","Hissar","Uklana","Ginger(Dry)","Other","13/02/2018","2700","2700","2700"
"297","1518533982","Haryana","Hissar","Uklana","Grapes","Other","13/02/2018","3800","6500","6000"
"298","1518533982","Haryana","Hissar","Uklana","Kinnow","Kinnow","13/02/2018","1200","2300","2100"
"299","1518533982","Haryana","Hissar","Uklana","Methi(Leaves)","Methi","13/02/2018","700","800","800"
"300","1518533982","Haryana","Hissar","Uklana","Mousambi(Sweet Lime)","Mousambi","13/02/2018","3000","3000","3000"
"301","1518533982","Haryana","Hissar","Uklana","Onion","Onion","13/02/2018","2000","2000","2000"
"302","1518533982","Haryana","Hissar","Uklana","Onion Green","Onion Green","13/02/2018","2500","3000","2800"
"303","1518533982","Haryana","Hissar","Uklana","Pomegranate","Pomogranate","13/02/2018","6000","6200","6200"
"304","1518533982","Haryana","Hissar","Uklana","Potato","Potato","13/02/2018","400","400","400"
"305","1518533982","Haryana","Hissar","Uklana","Raddish","Raddish","13/02/2018","400","500","500"
"306","1518533982","Haryana","Hissar","Uklana","Spinach","Spinach","13/02/2018","400","400","400"
"307","1518533982","Haryana","Hissar","Uklana","Tomato","Other","13/02/2018","800","900","900"
"308","1518533982","Haryana","Jind","Jullana","Cotton","American","13/02/2018","4030","5271","5250"
"309","1518533982","Haryana","Jind","Uchana","Cotton","American","13/02/2018","4500","5277","5219"
"310","1518533982","Haryana","Kaithal","Cheeka","Apple","Other","13/02/2018","5000","6000","6000"
"311","1518533982","Haryana","Kaithal","Cheeka","Banana","Other","13/02/2018","2000","2000","2000"
"312","1518533982","Haryana","Kaithal","Cheeka","Cabbage","Other","13/02/2018","400","800","700"
"313","1518533982","Haryana","Kaithal","Cheeka","Carrot","Other","13/02/2018","500","500","500"
"314","1518533982","Haryana","Kaithal","Cheeka","Grapes","Other","13/02/2018","4000","6000","4500"
"315","1518533982","Haryana","Kaithal","Cheeka","Green Chilli","Green Chilly","13/02/2018","3500","4000","4000"
"316","1518533982","Haryana","Kaithal","Cheeka","Guava","Guava","13/02/2018","4000","4000","4000"
"317","1518533982","Haryana","Kaithal","Cheeka","Onion","Other","13/02/2018","2400","2400","2400"
"318","1518533982","Haryana","Kaithal","Cheeka","Peas Wet","Peas Wet","13/02/2018","1200","1400","1300"
"319","1518533982","Haryana","Kaithal","Cheeka","Potato","Other","13/02/2018","400","400","400"
"320","1518533982","Haryana","Kaithal","Cheeka","Raddish","Raddish","13/02/2018","400","400","400"
"321","1518533982","Haryana","Kaithal","Dhand","Apple","Other","13/02/2018","6000","6500","6400"
"322","1518533982","Haryana","Kaithal","Dhand","Banana","Other","13/02/2018","1800","2100","2000"
"323","1518533982","Haryana","Kaithal","Dhand","Onion","Other","13/02/2018","2500","2700","2600"
"324","1518533982","Haryana","Kaithal","Dhand","Potato","Other","13/02/2018","400","500","500"
"325","1518533982","Haryana","Kurukshetra","Ladwa","Apple","Apple","13/02/2018","6500","7000","6500"
"326","1518533982","Haryana","Kurukshetra","Ladwa","Banana","Other","13/02/2018","2500","3000","2500"
"327","1518533982","Haryana","Kurukshetra","Ladwa","Cabbage","Cabbage","13/02/2018","1000","1200","1000"
"328","1518533982","Haryana","Kurukshetra","Ladwa","Capsicum","Capsicum","13/02/2018","3500","4000","3500"
"329","1518533982","Haryana","Kurukshetra","Ladwa","Carrot","Carrot","13/02/2018","800","1000","800"
"330","1518533982","Haryana","Kurukshetra","Ladwa","Cauliflower","Cauliflower","13/02/2018","800","1000","800"
"331","1518533982","Haryana","Kurukshetra","Ladwa","Chikoos(Sapota)","Sapota","13/02/2018","3500","4000","3500"
"332","1518533982","Haryana","Kurukshetra","Ladwa","Cucumbar(Kheera)","Cucumbar","13/02/2018","1500","2000","1800"
"333","1518533982","Haryana","Kurukshetra","Ladwa","Ginger(Dry)","Other","13/02/2018","4000","4500","4200"
"334","1518533982","Haryana","Kurukshetra","Ladwa","Grapes","Green","13/02/2018","4500","5000","4500"
"335","1518533982","Haryana","Kurukshetra","Ladwa","Guava","Guava","13/02/2018","4000","4500","4200"
"336","1518533982","Haryana","Kurukshetra","Ladwa","Kinnow","Kinnow","13/02/2018","2300","2500","2300"
"337","1518533982","Haryana","Kurukshetra","Ladwa","Leafy Vegetable","Leafy Vegetables","13/02/2018","400","500","400"
"338","1518533982","Haryana","Kurukshetra","Ladwa","Lemon","Other","13/02/2018","3500","4000","3500"
"339","1518533982","Haryana","Kurukshetra","Ladwa","Methi(Leaves)","Methi","13/02/2018","600","700","600"
"340","1518533982","Haryana","Kurukshetra","Ladwa","Onion","Onion","13/02/2018","2800","3000","2800"
"341","1518533982","Haryana","Kurukshetra","Ladwa","Peas Wet","Peas Wet","13/02/2018","1800","2000","1800"
"342","1518533982","Haryana","Kurukshetra","Ladwa","Potato","Potato","13/02/2018","300","400","300"
"343","1518533982","Haryana","Kurukshetra","Ladwa","Raddish","Raddish","13/02/2018","600","700","600"
"344","1518533982","Haryana","Kurukshetra","Ladwa","Tomato","Tomato","13/02/2018","1000","1200","1000"
"345","1518533982","Haryana","Kurukshetra","Pehowa","Cabbage","Other","13/02/2018","1200","1200","1200"
"346","1518533982","Haryana","Kurukshetra","Pehowa","Onion","Other","13/02/2018","1600","1600","1600"
"347","1518533982","Haryana","Kurukshetra","Pehowa","Raddish","Other","13/02/2018","600","600","600"
"348","1518533982","Haryana","Kurukshetra","Pehowa","Tomato","Other","13/02/2018","1200","1200","1200"
"349","1518533982","Haryana","Kurukshetra","Shahabad","Apple","Apple","13/02/2018","5000","6000","5500"
"350","1518533982","Haryana","Kurukshetra","Shahabad","Banana","Banana - Ripe","13/02/2018","1900","2400","2000"
"351","1518533982","Haryana","Kurukshetra","Shahabad","Ber(Zizyphus/Borehannu)","Ber(Zizyphus)","13/02/2018","1500","3500","1700"
"352","1518533982","Haryana","Kurukshetra","Shahabad","Bottle gourd","Bottle Gourd","13/02/2018","1000","1600","1200"
"353","1518533982","Haryana","Kurukshetra","Shahabad","Brinjal","Brinjal","13/02/2018","1500","1500","1500"
"354","1518533982","Haryana","Kurukshetra","Shahabad","Cabbage","Cabbage","13/02/2018","500","500","500"
"355","1518533982","Haryana","Kurukshetra","Shahabad","Capsicum","Capsicum","13/02/2018","2500","3200","2700"
"356","1518533982","Haryana","Kurukshetra","Shahabad","Carrot","Carrot","13/02/2018","800","800","800"
"357","1518533982","Haryana","Kurukshetra","Shahabad","Cauliflower","Cauliflower","13/02/2018","500","1200","800"
"358","1518533982","Haryana","Kurukshetra","Shahabad","Cucumbar(Kheera)","Cucumbar","13/02/2018","1800","2500","2100"
"359","1518533982","Haryana","Kurukshetra","Shahabad","Garlic","Garlic","13/02/2018","2200","3000","2500"
"360","1518533982","Haryana","Kurukshetra","Shahabad","Grapes","Green","13/02/2018","4000","5965","4500"
"361","1518533982","Haryana","Kurukshetra","Shahabad","Guava","Guava","13/02/2018","3000","6500","3500"
"362","1518533982","Haryana","Kurukshetra","Shahabad","Kinnow","Kinnow","13/02/2018","1930","2162","2000"
"363","1518533982","Haryana","Kurukshetra","Shahabad","Lemon","Other","13/02/2018","2000","2600","2200"
"364","1518533982","Haryana","Kurukshetra","Shahabad","Onion","Onion","13/02/2018","2000","2200","2100"
"365","1518533982","Haryana","Kurukshetra","Shahabad","Orange","Orange","13/02/2018","4000","6620","4500"
"366","1518533982","Haryana","Kurukshetra","Shahabad","Peas Wet","Peas Wet","13/02/2018","1600","2000","1800"
"367","1518533982","Haryana","Kurukshetra","Shahabad","Pomegranate","Pomogranate","13/02/2018","5000","6000","5500"
"368","1518533982","Haryana","Kurukshetra","Shahabad","Potato","Potato","13/02/2018","304","400","350"
"369","1518533982","Haryana","Kurukshetra","Shahabad","Pumpkin","Pumpkin","13/02/2018","1200","1200","1200"
"370","1518533982","Haryana","Kurukshetra","Shahabad","Raddish","Raddish","13/02/2018","200","500","300"
"371","1518533982","Haryana","Kurukshetra","Shahabad","Spinach","Spinach","13/02/2018","300","800","400"
"372","1518533982","Haryana","Kurukshetra","Shahabad","Sweet Potato","Sweet Potato","13/02/2018","1205","1800","1500"
"373","1518533982","Haryana","Kurukshetra","Shahabad","Tomato","Tomato","13/02/2018","800","1000","900"
"374","1518533982","Haryana","Kurukshetra","Shahabad","Turnip","Turnip","13/02/2018","500","600","500"
"375","1518533982","Haryana","Kurukshetra","Shahabad","Water Melon","Water Melon","13/02/2018","1500","1500","1500"
"376","1518533982","Haryana","Kurukshetra","Thanesar","Apple","Other","13/02/2018","3000","6000","5000"
"377","1518533982","Haryana","Kurukshetra","Thanesar","Banana","Other","13/02/2018","1500","2000","1800"
"378","1518533982","Haryana","Kurukshetra","Thanesar","Onion","Other","13/02/2018","2000","2500","2200"
"379","1518533982","Haryana","Kurukshetra","Thanesar","Potato","Other","13/02/2018","250","350","300"
"380","1518533982","Haryana","Kurukshetra","Thanesar","Tomato","Other","13/02/2018","800","1500","1200"
"381","1518533982","Haryana","Mahendragarh-Narnaul","Mohindergarh","Apple","Apple","13/02/2018","5000","6000","5500"
"382","1518533982","Haryana","Mahendragarh-Narnaul","Mohindergarh","Banana","Banana - Ripe","13/02/2018","3000","3000","3000"
"383","1518533982","Haryana","Mahendragarh-Narnaul","Mohindergarh","Ber(Zizyphus/Borehannu)","Ber(Zizyphus)","13/02/2018","1300","2200","2000"
"384","1518533982","Haryana","Mahendragarh-Narnaul","Mohindergarh","Brinjal","Brinjal","13/02/2018","800","1500","1500"
"385","1518533982","Haryana","Mahendragarh-Narnaul","Mohindergarh","Cabbage","Cabbage","13/02/2018","500","500","500"
"386","1518533982","Haryana","Mahendragarh-Narnaul","Mohindergarh","Carrot","Carrot","13/02/2018","400","800","700"
"387","1518533982","Haryana","Mahendragarh-Narnaul","Mohindergarh","Cauliflower","Cauliflower","13/02/2018","500","1500","800"
"388","1518533982","Haryana","Mahendragarh-Narnaul","Mohindergarh","Chikoos(Sapota)","Sapota","13/02/2018","2000","2000","2000"
"389","1518533982","Haryana","Mahendragarh-Narnaul","Mohindergarh","Coriander(Leaves)","Coriander","13/02/2018","800","1000","1000"
"390","1518533982","Haryana","Mahendragarh-Narnaul","Mohindergarh","Cucumbar(Kheera)","Cucumbar","13/02/2018","1000","1000","1000"
"391","1518533982","Haryana","Mahendragarh-Narnaul","Mohindergarh","Green Chilli","Green Chilly","13/02/2018","1500","3000","2000"
"392","1518533982","Haryana","Mahendragarh-Narnaul","Mohindergarh","Guava","Guava","13/02/2018","2500","2500","2500"
"393","1518533982","Haryana","Mahendragarh-Narnaul","Mohindergarh","Kinnow","Kinnow","13/02/2018","1500","1800","1800"
"394","1518533982","Haryana","Mahendragarh-Narnaul","Mohindergarh","Mousambi(Sweet Lime)","Mousambi","13/02/2018","2700","2700","2700"
"395","1518533982","Haryana","Mahendragarh-Narnaul","Mohindergarh","Onion","Onion","13/02/2018","1400","2000","2000"
"396","1518533982","Haryana","Mahendragarh-Narnaul","Mohindergarh","Onion Green","Onion Green","13/02/2018","1500","1500","1500"
"397","1518533982","Haryana","Mahendragarh-Narnaul","Mohindergarh","Peas Wet","Peas Wet","13/02/2018","1300","2000","1800"
"398","1518533982","Haryana","Mahendragarh-Narnaul","Mohindergarh","Pomegranate","Pomogranate","13/02/2018","6000","6000","6000"
"399","1518533982","Haryana","Mahendragarh-Narnaul","Mohindergarh","Potato","Potato","13/02/2018","400","500","500"
"400","1518533982","Haryana","Mahendragarh-Narnaul","Mohindergarh","Raddish","Raddish","13/02/2018","200","800","500"
"401","1518533982","Haryana","Mahendragarh-Narnaul","Mohindergarh","Spinach","Spinach","13/02/2018","300","500","400"
"402","1518533982","Haryana","Mahendragarh-Narnaul","Mohindergarh","Tinda","Tinda","13/02/2018","1000","1400","1200"
"403","1518533982","Haryana","Mahendragarh-Narnaul","Mohindergarh","Tomato","Tomato","13/02/2018","700","1000","800"
"404","1518533982","Haryana","Mewat","Taura","Apple","Other","13/02/2018","7000","7000","7000"
"405","1518533982","Haryana","Mewat","Taura","Ber(Zizyphus/Borehannu)","Other","13/02/2018","1700","1700","1700"
"406","1518533982","Haryana","Mewat","Taura","Bhindi(Ladies Finger)","Bhindi","13/02/2018","5000","5000","5000"
"407","1518533982","Haryana","Mewat","Taura","Brinjal","Other","13/02/2018","1650","1650","1650"
"408","1518533982","Haryana","Mewat","Taura","Carrot","Carrot","13/02/2018","900","1000","900"
"409","1518533982","Haryana","Mewat","Taura","Cauliflower","Local","13/02/2018","500","1000","900"
"410","1518533982","Haryana","Mewat","Taura","Chikoos(Sapota)","Other","13/02/2018","3400","3400","3400"
"411","1518533982","Haryana","Mewat","Taura","Cucumbar(Kheera)","Other","13/02/2018","2500","2500","2500"
"412","1518533982","Haryana","Mewat","Taura","Ginger(Green)","Other","13/02/2018","3500","4000","3500"
"413","1518533982","Haryana","Mewat","Taura","Grapes","Other","13/02/2018","4000","4400","4000"
"414","1518533982","Haryana","Mewat","Taura","Green Chilli","Green Chilly","13/02/2018","3000","4000","3300"
"415","1518533982","Haryana","Mewat","Taura","Kinnow","Other","13/02/2018","2000","2000","2000"
